10,0.00017435550689697265
20,0.00044934749603271485
30,0.0011111974716186523
40,0.003266763687133789
50,0.004719352722167969
60,0.007584381103515625
70,0.012563157081604003
80,0.01958465576171875
90,0.029740405082702637
100,0.04339215755462646
110,0.06127598285675049
120,0.08414483070373535
130,0.11537380218505859
140,0.15613062381744386
150,0.1957075834274292
160,0.2513171911239624
170,0.31957600116729734
180,0.39725894927978517
190,0.5106744766235352
200,0.6377533435821533
210,0.7719521284103393
220,0.8941734075546265
230,1.0900997400283814
240,1.2991668701171875
250,1.5496125221252441
